x,y
1120.000,878.000
1146.000,878.000
1164.000,878.000
1190.000,870.000
1216.000,874.000
1230.000,868.000
1254.000,872.000
1264.000,868.000
1284.000,864.000
1294.000,860.000
1308.000,858.000
1316.000,856.000
1324.000,852.000
1328.000,854.000
1326.000,852.000
1328.000,854.000
1326.000,852.000
1326.000,850.000
1314.000,852.000
1308.000,856.000
1300.000,852.000
1290.000,856.000
1276.000,858.000
1258.000,858.000
1242.000,858.000
1224.000,858.000
1204.000,862.000
1180.000,860.000
1160.000,862.000
1136.000,862.000
1114.000,864.000
1088.000,862.000
1062.000,866.000
1038.000,866.000
1014.000,866.000
992.000,864.000
964.000,862.000
942.000,862.000
918.000,860.000
896.000,860.000
872.000,858.000
852.000,856.000
834.000,854.000
816.000,852.000
798.000,850.000
784.000,850.000
768.000,848.000
756.000,846.000
744.000,846.000
738.000,846.000
732.000,846.000
728.000,846.000
722.000,842.000
726.000,846.000
726.000,846.000
730.000,848.000
736.000,848.000
742.000,852.000
752.000,852.000
762.000,854.000
776.000,856.000
792.000,858.000
806.000,860.000
824.000,864.000
844.000,868.000
866.000,870.000
886.000,870.000
910.000,874.000
934.000,874.000
956.000,876.000
980.000,878.000
1004.000,878.000
1032.000,878.000
1054.000,876.000
1078.000,878.000
1104.000,876.000
1126.000,878.000
1150.000,876.000
1172.000,878.000
1194.000,876.000
1210.000,872.000
1228.000,868.000
1244.000,866.000
1256.000,868.000
1272.000,862.000
1286.000,864.000
1292.000,860.000
1302.000,862.000
1304.000,856.000
1308.000,854.000
1308.000,854.000
1308.000,854.000
1306.000,852.000
1302.000,854.000
1294.000,852.000
1286.000,854.000
1278.000,852.000
1266.000,860.000
1252.000,860.000
1236.000,858.000
1216.000,858.000
1200.000,862.000
1180.000,858.000
1160.000,862.000
1138.000,862.000
1116.000,864.000
1096.000,866.000
1070.000,864.000
1048.000,864.000
1024.000,866.000
1000.000,864.000
978.000,864.000
956.000,862.000
934.000,862.000
912.000,860.000
890.000,858.000
870.000,858.000
854.000,856.000
836.000,854.000
818.000,854.000
802.000,852.000
790.000,850.000
778.000,850.000
766.000,850.000
758.000,848.000
752.000,850.000
746.000,850.000
740.000,850.000
742.000,850.000
742.000,850.000
744.000,852.000
748.000,852.000
756.000,854.000
764.000,854.000
774.000,856.000
786.000,860.000
796.000,860.000
812.000,862.000
830.000,866.000
846.000,868.000
866.000,870.000
886.000,872.000
906.000,872.000
928.000,874.000
948.000,876.000
972.000,876.000
996.000,878.000
1018.000,878.000
1044.000,876.000
1064.000,878.000
1090.000,878.000
1112.000,878.000
1130.000,876.000
1152.000,874.000
1172.000,874.000
1192.000,874.000
1206.000,872.000
1224.000,870.000
1238.000,868.000
1254.000,860.000
1260.000,864.000
1270.000,860.000
1278.000,862.000
1286.000,862.000
1288.000,858.000
1286.000,854.000
1292.000,856.000
1288.000,856.000
1288.000,860.000
1280.000,854.000
1276.000,852.000
1262.000,856.000
1252.000,856.000
1240.000,856.000
1226.000,858.000
1212.000,860.000
1194.000,860.000
1176.000,860.000
1160.000,864.000
1140.000,862.000
1118.000,862.000
1098.000,866.000
1076.000,866.000
1054.000,866.000
1032.000,864.000
1010.000,864.000
990.000,864.000
968.000,862.000
946.000,862.000
926.000,862.000
906.000,860.000
886.000,858.000
870.000,858.000
850.000,856.000
836.000,856.000
820.000,856.000
808.000,854.000
794.000,854.000
784.000,852.000
776.000,854.000
770.000,852.000
762.000,852.000
758.000,852.000
758.000,854.000
758.000,854.000
760.000,856.000
764.000,856.000
766.000,854.000
774.000,858.000
782.000,858.000
792.000,864.000
806.000,864.000
818.000,866.000
834.000,866.000
848.000,868.000
866.000,870.000
884.000,872.000
904.000,874.000
924.000,876.000
946.000,876.000
968.000,878.000
990.000,878.000
1010.000,880.000
1032.000,880.000
1052.000,880.000
1074.000,878.000
1100.000,880.000
1118.000,876.000
1136.000,874.000
1158.000,876.000
1174.000,874.000
1192.000,874.000
1204.000,872.000
1220.000,868.000
1232.000,868.000
1244.000,868.000
1252.000,862.000
1258.000,862.000
1266.000,862.000
1270.000,858.000
1276.000,862.000
1274.000,858.000
1272.000,858.000
1272.000,854.000
1264.000,856.000
1258.000,858.000
1252.000,858.000
1242.000,856.000
1232.000,856.000
1218.000,858.000
1204.000,860.000
1190.000,858.000
1174.000,858.000
1154.000,862.000
1140.000,864.000
1120.000,862.000
1102.000,864.000
1080.000,866.000
1060.000,864.000
1040.000,864.000
1020.000,864.000
996.000,864.000
978.000,866.000
958.000,862.000
940.000,862.000
920.000,862.000
900.000,860.000
882.000,862.000
866.000,860.000
850.000,860.000
836.000,858.000
824.000,858.000
812.000,856.000
802.000,856.000
792.000,856.000
784.000,856.000
780.000,856.000
776.000,856.000
772.000,858.000
774.000,858.000
772.000,858.000
776.000,858.000
780.000,858.000
786.000,862.000
794.000,862.000
802.000,864.000
812.000,864.000
824.000,868.000
840.000,868.000
854.000,870.000
868.000,872.000
886.000,872.000
904.000,876.000
922.000,876.000
940.000,876.000
960.000,878.000
982.000,878.000
1002.000,880.000
1024.000,878.000
1044.000,880.000
1064.000,878.000
1084.000,878.000
1102.000,876.000
1124.000,878.000
1140.000,876.000
1158.000,874.000
1176.000,872.000
1188.000,870.000
1204.000,872.000
1212.000,868.000
1224.000,866.000
1234.000,864.000
1242.000,864.000
1250.000,864.000
1254.000,864.000
1256.000,860.000
1258.000,862.000
1258.000,854.000
1256.000,856.000
1252.000,856.000
1246.000,858.000
1240.000,858.000
1230.000,856.000
1220.000,858.000
1210.000,858.000
1200.000,860.000
1182.000,860.000
1172.000,862.000
1156.000,862.000
1138.000,862.000
1120.000,862.000
1102.000,862.000
1082.000,864.000
1062.000,864.000
1044.000,866.000
1026.000,864.000
1006.000,864.000
986.000,864.000
970.000,864.000
948.000,862.000
930.000,862.000
914.000,864.000
898.000,862.000
880.000,862.000
866.000,860.000
852.000,860.000
838.000,860.000
828.000,860.000
818.000,858.000
806.000,860.000
800.000,858.000
794.000,858.000
790.000,860.000
788.000,858.000
786.000,858.000
784.000,862.000
788.000,860.000
792.000,862.000
796.000,862.000
804.000,864.000
810.000,864.000
822.000,866.000
832.000,868.000
844.000,870.000
858.000,872.000
872.000,872.000
888.000,876.000
906.000,876.000
922.000,876.000
940.000,876.000
958.000,880.000
980.000,878.000
998.000,878.000
1018.000,878.000
1036.000,878.000
1054.000,880.000
1074.000,876.000
1092.000,876.000
1112.000,878.000
1130.000,878.000
1144.000,874.000
1160.000,872.000
1174.000,872.000
1186.000,870.000
1198.000,868.000
1210.000,866.000
1222.000,868.000
1226.000,864.000
1234.000,864.000
1238.000,862.000
1242.000,860.000
1242.000,860.000
1246.000,860.000
1242.000,858.000
1238.000,858.000
1234.000,858.000
1228.000,858.000
1220.000,858.000
1212.000,858.000
1204.000,860.000
1190.000,858.000
1178.000,858.000
1164.000,860.000
1150.000,860.000
1136.000,862.000
1120.000,864.000
1102.000,862.000
1084.000,862.000
1066.000,862.000
1048.000,866.000
1028.000,864.000
1012.000,864.000
992.000,864.000
976.000,866.000
956.000,864.000
942.000,864.000
924.000,864.000
908.000,862.000
894.000,862.000
880.000,862.000
864.000,862.000
852.000,862.000
840.000,860.000
830.000,860.000
820.000,860.000
814.000,860.000
808.000,860.000
802.000,860.000
800.000,862.000
798.000,862.000
798.000,862.000
800.000,864.000
802.000,864.000
804.000,866.000
812.000,866.000
818.000,868.000
828.000,868.000
838.000,868.000
850.000,870.000
862.000,872.000
876.000,874.000
890.000,874.000
906.000,876.000
924.000,878.000
940.000,878.000
958.000,878.000
974.000,878.000
992.000,880.000
1010.000,878.000
1030.000,880.000
1048.000,878.000
1066.000,878.000
1086.000,880.000
1102.000,878.000
1116.000,876.000
1132.000,874.000
1146.000,874.000
1164.000,872.000
1174.000,870.000
1186.000,868.000
1196.000,868.000
1204.000,866.000
1212.000,864.000
1218.000,866.000
1224.000,862.000
1228.000,858.000
1228.000,860.000
1230.000,860.000
1228.000,860.000
1226.000,858.000
1224.000,858.000
1218.000,858.000
1214.000,856.000
1204.000,858.000
1194.000,856.000
1184.000,858.000
1172.000,858.000
1158.000,860.000
1146.000,858.000
1132.000,858.000
1118.000,860.000
1100.000,862.000
1086.000,864.000
1068.000,862.000
1052.000,862.000
1036.000,864.000
1018.000,866.000
998.000,864.000
982.000,864.000
964.000,864.000
948.000,864.000
932.000,864.000
918.000,862.000
902.000,864.000
888.000,864.000
874.000,864.000
864.000,864.000
852.000,862.000
842.000,864.000
834.000,864.000
826.000,862.000
820.000,862.000
814.000,862.000
812.000,864.000
810.000,864.000
808.000,864.000
806.000,864.000
812.000,866.000
816.000,866.000
822.000,868.000
828.000,870.000
836.000,870.000
846.000,870.000
856.000,872.000
868.000,874.000
880.000,874.000
892.000,876.000
908.000,878.000
922.000,878.000
940.000,878.000
956.000,880.000
972.000,880.000
990.000,880.000
1008.000,880.000
1024.000,878.000
1042.000,878.000
1060.000,878.000
1078.000,880.000
1092.000,878.000
1106.000,876.000
1122.000,874.000
1136.000,874.000
1150.000,870.000
1162.000,872.000
1172.000,870.000
1184.000,870.000
1192.000,866.000
1200.000,862.000
1206.000,864.000
1212.000,862.000
1216.000,860.000
1220.000,858.000
1218.000,860.000
1218.000,860.000
1216.000,858.000
1212.000,858.000
1208.000,860.000
1202.000,858.000
1194.000,856.000
1188.000,860.000
1178.000,856.000
1166.000,858.000
1156.000,860.000
1142.000,858.000
1130.000,858.000
1116.000,862.000
1102.000,862.000
1086.000,864.000
1070.000,864.000
1054.000,864.000
1040.000,864.000
1020.000,864.000
1006.000,864.000
988.000,864.000
974.000,866.000
956.000,864.000
944.000,864.000
928.000,864.000
912.000,866.000
898.000,864.000
886.000,866.000
874.000,864.000
864.000,864.000
854.000,864.000
846.000,864.000
838.000,864.000
832.000,864.000
826.000,862.000
822.000,866.000
820.000,868.000
822.000,868.000
818.000,866.000
822.000,868.000
826.000,870.000
832.000,870.000
836.000,870.000
844.000,872.000
852.000,872.000
862.000,872.000
874.000,874.000
884.000,876.000
898.000,878.000
910.000,878.000
926.000,878.000
940.000,880.000
956.000,880.000
972.000,880.000
988.000,880.000
1002.000,880.000
1020.000,878.000
1038.000,878.000
1054.000,878.000
1070.000,880.000
1084.000,876.000
1100.000,874.000
1112.000,874.000
1126.000,874.000
1138.000,872.000
1154.000,874.000
1164.000,872.000
1172.000,868.000
1182.000,866.000
1186.000,862.000
1194.000,864.000
1200.000,862.000
1204.000,862.000
1206.000,858.000
1208.000,860.000
1208.000,860.000
1206.000,858.000
1204.000,860.000
1198.000,856.000
1194.000,858.000
1186.000,858.000
1180.000,860.000
1172.000,856.000
1162.000,858.000
1152.000,858.000
1138.000,858.000
1128.000,862.000
1114.000,860.000
1102.000,860.000
1086.000,862.000
1072.000,864.000
1056.000,864.000
1040.000,862.000
1026.000,864.000
1010.000,864.000
994.000,864.000
980.000,864.000
964.000,866.000
948.000,866.000
934.000,866.000
920.000,864.000
908.000,866.000
898.000,864.000
884.000,866.000
874.000,866.000
864.000,864.000
856.000,868.000
848.000,868.000
842.000,868.000
838.000,868.000
830.000,866.000
832.000,868.000
830.000,868.000
830.000,868.000
834.000,870.000
836.000,870.000
838.000,870.000
844.000,872.000
852.000,874.000
858.000,874.000
868.000,876.000
878.000,876.000
888.000,876.000
900.000,878.000
912.000,880.000
926.000,880.000
940.000,880.000
956.000,880.000
970.000,880.000
986.000,880.000
1000.000,880.000
1018.000,880.000
1032.000,880.000
1046.000,878.000
1060.000,876.000
1076.000,876.000
1090.000,876.000
1106.000,876.000
1116.000,872.000
1130.000,874.000
1142.000,872.000
1152.000,868.000
1164.000,870.000
1170.000,866.000
1178.000,866.000
1184.000,864.000
1190.000,860.000
1194.000,864.000
1196.000,862.000
1196.000,862.000
1194.000,856.000
1198.000,862.000
1192.000,856.000
1190.000,856.000
1186.000,860.000
1180.000,858.000
1174.000,858.000
1164.000,860.000
1154.000,860.000
1146.000,858.000
1136.000,860.000
1124.000,858.000
1112.000,862.000
1100.000,860.000
1084.000,862.000
1070.000,862.000
1056.000,862.000
1044.000,864.000
1028.000,866.000
1014.000,864.000
998.000,864.000
984.000,866.000
970.000,866.000
954.000,866.000
942.000,866.000
928.000,866.000
916.000,866.000
904.000,866.000
896.000,866.000
884.000,866.000
874.000,868.000
866.000,866.000
858.000,866.000
852.000,870.000
850.000,870.000
840.000,868.000
842.000,870.000
840.000,870.000
840.000,872.000
840.000,872.000
842.000,874.000
848.000,872.000
850.000,874.000
858.000,876.000
866.000,874.000
874.000,876.000
882.000,876.000
894.000,878.000
902.000,878.000
914.000,880.000
928.000,880.000
942.000,878.000
954.000,880.000
968.000,880.000
984.000,878.000
998.000,880.000
1012.000,880.000
1028.000,878.000
1042.000,878.000
1056.000,878.000
1070.000,876.000
1084.000,876.000
1098.000,876.000
1110.000,874.000
1120.000,872.000
1130.000,870.000
1144.000,868.000
1152.000,868.000
1160.000,864.000
1168.000,866.000
1172.000,866.000
1180.000,860.000
1182.000,864.000
1186.000,860.000
1188.000,862.000
1186.000,862.000
1186.000,858.000
1182.000,858.000
1180.000,860.000
1178.000,858.000
1172.000,860.000
1166.000,856.000
1156.000,856.000
1150.000,860.000
1140.000,858.000
1130.000,860.000
1118.000,860.000
1108.000,862.000
1096.000,860.000
1082.000,862.000
1072.000,864.000
1058.000,864.000
1044.000,864.000
1028.000,864.000
1016.000,864.000
1002.000,866.000
988.000,864.000
976.000,868.000
960.000,866.000
948.000,866.000
936.000,868.000
924.000,868.000
912.000,868.000
904.000,868.000
892.000,870.000
882.000,868.000
874.000,868.000
868.000,868.000
862.000,872.000
856.000,870.000
852.000,870.000
850.000,874.000
850.000,872.000
850.000,874.000
850.000,874.000
852.000,874.000
856.000,874.000
858.000,874.000
866.000,874.000
872.000,876.000
878.000,876.000
888.000,876.000
896.000,878.000
908.000,880.000
920.000,880.000
930.000,880.000
942.000,880.000
956.000,880.000
968.000,880.000
982.000,880.000
998.000,882.000
1012.000,880.000
1024.000,878.000
1040.000,880.000
1050.000,876.000
1066.000,878.000
1080.000,876.000
1092.000,876.000
1102.000,874.000
1114.000,874.000
1124.000,872.000
1134.000,870.000
1144.000,868.000
1150.000,866.000
1158.000,866.000
1164.000,864.000
1168.000,864.000
1174.000,866.000
1176.000,862.000
1176.000,862.000
1178.000,862.000
1178.000,862.000
1176.000,860.000
1172.000,858.000
1170.000,856.000
1164.000,858.000
1158.000,856.000
1152.000,860.000
1144.000,858.000
1134.000,858.000
1126.000,860.000
1116.000,858.000
1106.000,862.000
1094.000,862.000
1082.000,862.000
1070.000,862.000
1058.000,864.000
1046.000,862.000
1030.000,864.000
1018.000,864.000
1004.000,864.000
990.000,866.000
978.000,866.000
966.000,866.000
954.000,868.000
942.000,868.000
930.000,870.000
920.000,870.000
910.000,870.000
900.000,870.000
890.000,868.000
884.000,868.000
878.000,870.000
870.000,870.000
866.000,872.000
862.000,874.000
860.000,872.000
858.000,874.000
858.000,872.000
856.000,874.000
860.000,874.000
862.000,874.000
866.000,876.000
872.000,876.000
878.000,876.000
884.000,878.000
894.000,878.000
902.000,878.000
912.000,880.000
920.000,880.000
932.000,880.000
944.000,880.000
958.000,880.000
968.000,880.000
982.000,880.000
996.000,880.000
1008.000,880.000
1020.000,878.000
1036.000,878.000
1048.000,878.000
1060.000,878.000
1074.000,876.000
1084.000,874.000
1096.000,872.000
1106.000,870.000
1118.000,872.000
1126.000,870.000
1134.000,870.000
1142.000,868.000
1148.000,868.000
1154.000,866.000
1160.000,862.000
1164.000,860.000
1168.000,864.000
1168.000,860.000
1170.000,860.000
1168.000,860.000
1168.000,856.000
1164.000,860.000
1162.000,858.000
1158.000,858.000
1152.000,858.000
1146.000,860.000
1140.000,856.000
1130.000,860.000
1124.000,858.000
1114.000,860.000
1104.000,860.000
1092.000,862.000
1080.000,860.000
1070.000,862.000
1058.000,864.000
1046.000,862.000
1034.000,864.000
1022.000,864.000
1008.000,866.000
996.000,866.000
986.000,866.000
970.000,868.000
960.000,868.000
948.000,868.000
936.000,868.000
926.000,868.000
916.000,868.000
908.000,870.000
900.000,870.000
894.000,872.000
886.000,872.000
880.000,872.000
876.000,872.000
870.000,870.000
868.000,876.000
866.000,874.000
866.000,876.000
866.000,878.000
868.000,876.000
870.000,878.000
874.000,880.000
878.000,876.000
882.000,880.000
890.000,880.000
898.000,878.000
908.000,880.000
916.000,880.000
926.000,880.000
934.000,880.000
946.000,880.000
958.000,878.000
972.000,880.000
982.000,880.000
994.000,880.000
1006.000,878.000
1020.000,878.000
1032.000,876.000
1046.000,878.000
1058.000,878.000
1068.000,874.000
1080.000,874.000
1090.000,872.000
1102.000,872.000
1110.000,870.000
1120.000,870.000
1128.000,868.000
1134.000,866.000
1142.000,864.000
1146.000,864.000
1152.000,866.000
1158.000,866.000
1158.000,864.000
1160.000,862.000
1160.000,860.000
1162.000,858.000
1160.000,856.000
1158.000,858.000
1156.000,858.000
1152.000,856.000
1146.000,858.000
1140.000,858.000
1134.000,858.000
1128.000,856.000
1118.000,858.000
1110.000,860.000
1100.000,860.000
1090.000,862.000
1080.000,862.000
1068.000,862.000
1058.000,864.000
1046.000,864.000
1034.000,864.000
1022.000,864.000
1010.000,864.000
996.000,866.000
988.000,866.000
976.000,866.000
964.000,868.000
954.000,870.000
942.000,868.000
932.000,872.000
922.000,870.000
914.000,872.000
904.000,870.000
898.000,872.000
892.000,872.000
888.000,872.000
882.000,874.000
880.000,874.000
876.000,876.000
874.000,878.000
874.000,874.000
874.000,874.000
874.000,876.000
878.000,878.000
880.000,878.000
884.000,878.000
886.000,878.000
896.000,878.000
904.000,880.000
910.000,880.000
920.000,880.000
928.000,880.000
938.000,878.000
948.000,880.000
960.000,880.000
970.000,880.000
982.000,880.000
994.000,878.000
1006.000,878.000
1018.000,878.000
1030.000,878.000
1042.000,878.000
1052.000,876.000
1064.000,874.000
1074.000,874.000
1084.000,874.000
1094.000,872.000
1106.000,868.000
1112.000,870.000
1120.000,868.000
1128.000,864.000
1134.000,868.000
1142.000,868.000
1146.000,866.000
1150.000,866.000
1150.000,864.000
1152.000,862.000
1154.000,860.000
1154.000,860.000
1152.000,860.000
1152.000,858.000
1150.000,856.000
1146.000,858.000
1140.000,858.000
1134.000,858.000
1128.000,858.000
1122.000,858.000
1114.000,860.000
1106.000,860.000
1096.000,862.000
1088.000,860.000
1078.000,862.000
1068.000,862.000
1060.000,862.000
1046.000,864.000
1036.000,866.000
1024.000,866.000
